bpq030___told_had_high_blood_pressure___2+_times,BPQ030 - Told had high blood pressure - 2+ times,bpq030___told_had_high_blood_pressure___2+_times,BPQ030,questionnaire,,bpq030___told_had_high_blood_pressure___2+_times,,1,1,0,0,0,0,0,0,0,0,0,0
bpq040a___taking_prescription_for_hypertension,BPQ040A - Taking prescription for hypertension,bpq040a___taking_prescription_for_hypertension,BPQ040A,questionnaire,,bpq040a___taking_prescription_for_hypertension | taking_bp_prescription,,2,1,0,1,0,0,0,0,0,0,0,0
bpq050a___now_taking_prescribed_medicine_for_hbp,BPQ050A - Now taking prescribed medicine for HBP,bpq050a___now_taking_prescribed_medicine_for_hbp,BPQ050A,questionnaire,,bpq050a___now_taking_prescribed_medicine_for_hbp,,1,1,0,0,0,0,0,0,0,0,0,0
bpq080___doctor_told_you___high_cholesterol_level,BPQ080 - Doctor told you - high cholesterol level,bpq080___doctor_told_you___high_cholesterol_level,BPQ080,questionnaire,,ever_told_high_cholesterol | told_high_cholesterol,Alias normalized to high cholesterol diagnosis item.,2,0,1,1,0,0,0,0,0,0,0,0
bun_mg_dl,Blood Urea Nitrogen (mg/dL),bun_mg_dl,LBXSBU,lab,1,bun,Alias normalized to blood urea nitrogen.,0,0,0,0,0,0,0,0,0,0,0,0
cdq001___sp_ever_had_pain_or_discomfort_in_chest,CDQ001 - SP ever had pain or discomfort in chest,cdq001___sp_ever_had_pain_or_discomfort_in_chest,CDQ001,questionnaire,,cdq001___sp_ever_had_pain_or_discomfort_in_chest,,0,0,0,0,0,0,0,0,0,0,0,0
cdq010___shortness_of_breath_on_stairs/inclines,CDQ010 - Shortness of breath on stairs/inclines,cdq010___shortness_of_breath_on_stairs/inclines,CDQ010,questionnaire,,cdq010___shortness_of_breath_on_stairs/inclines | cdq010_sob_stairs,,2,0,0,0,1,1,0,0,0,0,0,0
cholesterol_miss,cholesterol miss,cholesterol_miss,,unresolved-alias,,cholesterol_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,0,0,1,0
cigarettes_per_day_miss,cigarettes per day miss,cigarettes_per_day_miss,,unresolved-alias,,cigarettes_per_day_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
cos_weekday_wake,cos weekday wake,cos_weekday_wake,SLQ310-derived,engineered-time,,cos_weekday_wake,Cosine encoding derived from weekday wake time.,0,0,0,0,0,0,0,0,0,0,0,0
country_of_birth,country of birth,country_of_birth,DMDBORN4,demographic,1,country_of_birth,Renamed country-of-birth field.,0,0,0,0,0,0,0,0,0,0,0,0
dbp_mean,dbp mean,dbp_mean,BPXDI1-3,derived-vitals,2,dbp_mean,Mean diastolic blood pressure derived from repeated BP readings.,3,0,0,1,0,0,0,0,1,0,1,0
dbp_mean_miss,dbp mean miss,dbp_mean_miss,,unresolved-alias,,dbp_mean_miss,Raw feature not found directly in merged dataset; retained as supplied.,3,0,0,1,0,0,0,0,1,0,1,0
diq010___doctor_told_you_have_diabetes,DIQ010 - Doctor told you have diabetes,diq010___doctor_told_you_have_diabetes,DIQ010,questionnaire,,diabetes | ever_told_diabetes,Alias normalized to diabetes diagnosis item.,4,0,1,1,0,0,0,0,1,0,1,0
diq050___taking_insulin_now,DIQ050 - Taking insulin now,diq050___taking_insulin_now,DIQ050,questionnaire,,taking_insulin,Alias normalized to insulin use item.,1,0,0,1,0,0,0,0,0,0,0,0
diq070___take_diabetic_pills_to_lower_blood_sugar,DIQ070 - Take diabetic pills to lower blood sugar,diq070___take_diabetic_pills_to_lower_blood_sugar,DIQ070,questionnaire,,diq070___take_diabetic_pills_to_lower_blood_sugar | takes_diabetes_pills | taking_diabetic_pills,Alias normalized to oral diabetes medication item.,3,1,0,1,0,0,1,0,0,0,0,0
dpq040___feeling_tired_or_having_little_energy,feeling tired or having little energy,dpq040___feeling_tired_or_having_little_energy,DPQ040,questionnaire,,dpq040___feeling_tired_or_having_little_energy | dpq040_tired_little_energy | feeling_tired_little_energy,Alias normalized to PHQ energy/fatigue item.,4,0,0,1,1,1,0,0,0,1,0,0
education,education,education,DMDEDUC2,demographic,,education,Adult education field; harmonized in merged dataset.,1,0,0,0,0,0,0,0,0,0,1,0
education_miss,education miss,education_miss,,unresolved-alias,,education_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,0,0,1,0
ethnicity,ethnicity,ethnicity,RIDRETH3,demographic,1,ethnicity,Renamed race/ethnicity field.,0,0,0,0,0,0,0,0,0,0,0,0
ever_had_kidney_stones_miss,ever had kidney stones miss,ever_had_kidney_stones_miss,,unresolved-alias,,ever_had_kidney_stones_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
ever_heavy_drinker,ever heavy drinker,ever_heavy_drinker,ALQ151 / ALQ170-derived,derived-questionnaire,,ever_heavy_drinker,Study-level heavy drinking indicator derived from alcohol use fields.,2,0,0,0,0,0,0,0,1,0,1,0
ever_heavy_drinker_daily_miss,ever heavy drinker daily miss,ever_heavy_drinker_daily_miss,,unresolved-alias,,ever_heavy_drinker_daily_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,1,0,0,0,0,0
ever_heavy_drinker_miss,ever heavy drinker miss,ever_heavy_drinker_miss,,unresolved-alias,,ever_heavy_drinker_miss,Raw feature not found directly in merged dataset; retained as supplied.,2,0,0,0,0,0,0,0,1,0,1,0
ever_told_arthritis_miss,ever told arthritis miss,ever_told_arthritis_miss,,unresolved-alias,,ever_told_arthritis_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
ever_told_heart_attack_miss,ever told heart attack miss,ever_told_heart_attack_miss,,unresolved-alias,,ever_told_heart_attack_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
ever_told_heart_failure_miss,ever told heart failure miss,ever_told_heart_failure_miss,,unresolved-alias,,ever_told_heart_failure_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
ever_told_stroke_miss,ever told stroke miss,ever_told_stroke_miss,,unresolved-alias,,ever_told_stroke_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
fasting_glucose_mg_dl,Fasting Glucose (mg/dL),fasting_glucose_mg_dl,LBXGLU,lab,,fasting_glucose | fasting_glucose_mg_dl | glucose,Alias normalized to fasting plasma glucose.,6,0,0,1,1,1,0,0,1,0,1,1
fasting_glucose_miss,fasting glucose miss,fasting_glucose_miss,,unresolved-alias,,fasting_glucose_miss,Raw feature not found directly in merged dataset; retained as supplied.,2,0,0,1,0,0,0,0,1,0,0,0
fatigue_ordinal,fatigue ordinal,fatigue_ordinal,DPQ040-derived,derived-questionnaire,,fatigue_ordinal,Ordinal encoding derived from DPQ040 fatigue responses.,0,0,0,0,0,0,0,0,0,0,0,0
feeling_tired_little_energy_miss,feeling tired little energy miss,feeling_tired_little_energy_miss,,unresolved-alias,,feeling_tired_little_energy_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
ferritin_ng_ml,Ferritin (ng/mL),ferritin_ng_ml,LBXFER,lab,1,ferritin,Alias normalized to ferritin.,0,0,0,0,0,0,0,0,0,0,0,0
gender,gender,gender,RIAGENDR,derived-demographic,,gender | gender_female,Binary encoding derived from gender == Female.,9,0,1,1,1,1,0,1,1,1,1,1
ggt_u_l,Gamma Glutamyl Transferase (GGT) (IU/L),ggt_u_l,LBXSGTSI,lab,1,ggt,Alias normalized to GGT.,0,0,0,0,0,0,0,0,0,0,0,0
glucose_miss,glucose miss,glucose_miss,,unresolved-alias,,glucose_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,0,0,1,0
hdl_cholesterol_mg_dl,Direct HDL-Cholesterol (mg/dL),hdl_cholesterol_mg_dl,LBDHDD,lab,,hdl | hdl_cholesterol | hdl_cholesterol_mg_dl,Alias normalized to direct HDL cholesterol.,8,0,0,1,1,1,0,1,1,1,1,1
hdl_cholesterol_miss,hdl cholesterol miss,hdl_cholesterol_miss,,unresolved-alias,,hdl_cholesterol_miss,Raw feature not found directly in merged dataset; retained as supplied.,2,0,0,1,0,0,0,0,1,0,0,0
hdl_miss,hdl miss,hdl_miss,,unresolved-alias,,hdl_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,0,0,1,0
heart_failure_miss,heart failure miss,heart_failure_miss,,unresolved-alias,,heart_failure_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,1,0,0,0,0,0
height_cm,height cm,height_cm,BMXHT,exam,,height_cm,Renamed body measures height variable.,0,0,0,0,0,0,0,0,0,0,0,0
heq030___ever_told_you_have_hepatitis_c?,HEQ030 - Ever told you have Hepatitis C?,heq030___ever_told_you_have_hepatitis_c?,HEQ030,questionnaire,,ever_hepatitis_c,Alias normalized to hepatitis C history item.,1,0,0,0,0,0,1,0,0,0,0,0
hours_worked_per_week_miss,hours worked per week miss,hours_worked_per_week_miss,,unresolved-alias,,hours_worked_per_week_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
how_often_urinary_leakage_miss,how often urinary leakage miss,how_often_urinary_leakage_miss,,unresolved-alias,,how_often_urinary_leakage_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,1,0,0,0,0,0,0,0,0
huq010___general_health_condition,HUQ010 - General health condition,huq010___general_health_condition,HUQ010,questionnaire,,general_health | general_health_condition | huq010___general_health_condition | huq010_general_health,Alias normalized to general health status item.,6,0,1,1,0,1,1,0,1,0,1,0
huq051___#times_receive_healthcare_over_past_year,HUQ051 - #times receive healthcare over past year,huq051___#times_receive_healthcare_over_past_year,HUQ051,questionnaire,,times_healthcare_past_year,Alias normalized to healthcare utilization frequency.,1,0,0,1,0,0,0,0,0,0,0,0
huq071___overnight_hospital_patient_in_last_year,HUQ071 - Overnight hospital patient in last year,huq071___overnight_hospital_patient_in_last_year,HUQ071,questionnaire,,hospitalized_lastyear | huq071___overnight_hospital_patient_in_last_year | overnight_hospital,,2,0,0,0,0,0,1,0,0,0,1,0
income_poverty_ratio,income poverty ratio,income_poverty_ratio,INDFMPIR,demographic,1,income_poverty_ratio,Income-to-poverty ratio.,0,0,0,0,0,0,0,0,0,0,0,0
insulin_uU_ml,nan,insulin_uU_ml,LBXIN,lab,1,insulin_uU_ml,Renamed insulin field in merged dataset.,0,0,0,0,0,0,0,0,0,0,0,0
iron_deficiency,iron deficiency,iron_deficiency,,derived-target,1,iron_deficiency,"Derived study variable, not a native NHANES field.",0,0,0,0,0,0,0,0,0,0,0,0
kidney_disease_miss,kidney disease miss,kidney_disease_miss,,unresolved-alias,,kidney_disease_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
kiq005___how_often_have_urinary_leakage?,KIQ005 - How often have urinary leakage?,kiq005___how_often_have_urinary_leakage?,KIQ005,questionnaire,,how_often_urinary_leakage | kiq005___how_often_have_urinary_leakage?,,3,1,0,1,0,0,0,0,0,1,0,0
kiq010___how_much_urine_lose_each_time?,KIQ010 - How much urine lose each time?,kiq010___how_much_urine_lose_each_time?,KIQ010,questionnaire,,kiq010___how_much_urine_lose_each_time?,,1,1,0,0,0,0,0,0,0,0,0,0
kiq022___ever_told_you_had_weak/failing_kidneys?,KIQ022 - Ever told you had weak/failing kidneys?,kiq022___ever_told_you_had_weak/failing_kidneys?,KIQ022,questionnaire,,kidney_disease | kiq022___ever_told_you_had_weak/failing_kidneys?,Alias normalized to weak/failing kidneys diagnosis item.,2,0,0,0,0,0,0,0,1,1,0,0
kiq026___ever_had_kidney_stones?,KIQ026 - Ever had kidney stones?,kiq026___ever_had_kidney_stones?,KIQ026,questionnaire,,ever_had_kidney_stones | kiq026___ever_had_kidney_stones?,Alias normalized to kidney stones item.,2,0,0,1,0,0,0,0,0,1,0,0
kiq042___leak_urine_during_physical_activities?,KIQ042 - Leak urine during physical activities?,kiq042___leak_urine_during_physical_activities?,KIQ042,questionnaire,,kiq042___leak_urine_during_physical_activities?,,1,1,0,0,0,0,0,0,0,0,0,0
kiq044___urinated_before_reaching_the_toilet?,KIQ044 - Urinated before reaching the toilet?,kiq044___urinated_before_reaching_the_toilet?,KIQ044,questionnaire,,kiq044___urinated_before_reaching_the_toilet? | urinated_before_toilet,,2,1,0,1,0,0,0,0,0,0,0,0
kiq052___how_much_were_daily_activities_affected?,KIQ052 - How much were daily activities affected?,kiq052___how_much_were_daily_activities_affected?,KIQ052,questionnaire,,kiq052___how_much_were_daily_activities_affected?,,1,1,0,0,0,0,0,0,0,0,0,0
kiq430___how_frequently_does_this_occur?,KIQ430 - How frequently does this occur?,kiq430___how_frequently_does_this_occur?,KIQ430,questionnaire,,kiq430___how_frequently_does_Leak urine during physical activities_this_occur? | kiq430___how_frequently_does_this_occur?,,1,1,0,0,0,0,0,0,0,0,0,0
kiq450___how_frequently_does_this_occur?,KIQ450 - How frequently does this occur?,kiq450___how_frequently_does_this_occur?,KIQ450,questionnaire,,kiq450___how_frequently_does_Urinated before reaching the toilet_occur? | kiq450___how_frequently_does_this_occur?,,1,1,0,0,0,0,0,0,0,0,0,0
kiq480___how_many_times_urinate_in_night?,KIQ480 - How many times urinate in night?,kiq480___how_many_times_urinate_in_night?,KIQ480,questionnaire,,kiq480___how_many_times_urinate_in_night? | times_urinate_in_night,Alias normalized to nocturia frequency item.,3,0,1,1,0,0,0,0,0,1,0,0
ldl_cholesterol_miss,ldl cholesterol miss,ldl_cholesterol_miss,,unresolved-alias,,ldl_cholesterol_miss,Raw feature not found directly in merged dataset; retained as supplied.,1,0,0,0,0,0,0,0,1,0,0,0
liver_condition_miss,liver condition miss,liver_condition_miss,,unresolved-alias,,liver_condition_miss,Raw feature not found directly in merged dataset; retained as supplied.,2,0,0,0,0,0,0,0,1,0,1,0
mcd093___year_receive_blood_transfusion,MCD093 - Year receive blood transfusion,mcd093___year_receive_blood_transfusion,MCD093,questionnaire,,mcd093___year_receive_blood_transfusion,,0,0,0,0,0,0,0,0,0,0,0,0
mcq010___ever_been_told_you_have_asthma,MCQ010 - Ever been told you have asthma,mcq010___ever_been_told_you_have_asthma,MCQ010,questionnaire,,mcq010___ever_been_told_you_have_asthma,,1,0,0,0,1,0,0,0,0,0,0,0
mcq040___had_asthma_attack_in_past_year,MCQ040 - Had asthma attack in past year,mcq040___had_asthma_attack_in_past_year,MCQ040,questionnaire,,mcq040___had_asthma_attack_in_past_year,,1,1,0,0,0,0,0,0,0,0,0,0
mcq053___taking_treatment_for_anemia/past_3_mos,MCQ053 - Taking treatment for anemia/past 3 mos,mcq053___taking_treatment_for_anemia/past_3_mos,MCQ053,questionnaire,,taking_anemia_treatment,Alias normalized to anemia treatment item.,2,0,1,1,0,0,0,0,0,0,0,0
mcq080___doctor_ever_said_you_were_overweight,MCQ080 - Doctor ever said you were overweight,mcq080___doctor_ever_said_you_were_overweight,MCQ080,questionnaire,,doctor_said_overweight | mcq080___doctor_ever_said_you_were_overweight,Alias normalized to clinician-told overweight item.,4,0,1,1,0,0,1,0,1,0,0,0
mcq092___ever_receive_blood_transfusion,MCQ092 - Ever receive blood transfusion,mcq092___ever_receive_blood_transfusion,MCQ092,questionnaire,,blood_transfusion | ever_had_blood_transfusion | mcq092___ever_receive_blood_transfusion,Alias normalized to blood transfusion history item.,2,0,0,1,0,0,0,0,0,0,1,0
mcq160a___ever_told_you_had_arthritis,MCQ160a - Doctor ever said you had arthritis,mcq160a___ever_told_you_had_arthritis,MCQ160A,questionnaire,,ever_told_arthritis | mcq160a___ever_told_you_had_arthritis,,2,0,0,1,0,0,0,0,0,1,0,0
mcq160b___ever_told_you_had_congestive_heart_failure,MCQ160b - Ever told had congestive heart failure,mcq160b___ever_told_you_had_congestive_heart_failure,MCQ160B,questionnaire,,ever_told_heart_failure | heart_failure,Alias normalized to CHF diagnosis item.,2,0,0,1,0,0,1,0,0,0,0,0
mcq160e___ever_told_you_had_heart_attack,MCQ160e - Ever told you had heart attack,mcq160e___ever_told_you_had_heart_attack,MCQ160E,questionnaire,,ever_told_heart_attack,Alias normalized to heart attack diagnosis item.,1,0,0,1,0,0,0,0,0,0,0,0
mcq160f___ever_told_you_had_stroke,MCQ160f - Ever told you had a stroke,mcq160f___ever_told_you_had_stroke,MCQ160F,questionnaire,,ever_told_stroke,Alias normalized to stroke diagnosis item.,1,0,0,1,0,0,0,0,0,0,0,0
mcq160l___ever_told_you_had_any_liver_condition,MCQ160l - Ever told you had any liver condition,mcq160l___ever_told_you_had_any_liver_condition,MCQ160L,questionnaire,,liver_condition,Alias normalized to liver condition history item.,2,0,0,0,0,0,0,0,1,0,1,0
mcq160p___ever_told_you_had_copd_emphysema,"MCQ160p - Ever told you had COPD, emphysema, ChB",mcq160p___ever_told_you_had_copd_emphysema,MCQ160P,questionnaire,,mcq160p___ever_told_you_had_copd_emphysema,,0,0,0,0,0,0,0,0,0,0,0,0
